2019-08-14 11:39:17.707 [restartedMain] INFO  com.payProject.application - Starting application on DESKTOP-7NQ821V with PID 876 (C:\Users\ADMIN\git\new\payproduct\parProject\target\classes started by ADMIN in C:\Users\ADMIN\git\new\payproduct\parProject)
  resourcesType=<null>
  resourcesKey=system-role-manage
  parentId=1
  resourcesUrl=/system/role/roleShow
  description=这是测试数据
  rank=1
  level=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  sumList=<null>
  id=<null>
  createTime=2019-08-06 18:45:49.0
  submitTime=2019-08-06 19:49:27.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.Resources@7947314b[
  resourcesId=3
  resourcesName=用户管理
  resourcesType=<null>
  resourcesKey=system-user-manage
  parentId=1
  resourcesUrl=/system/user/userShow
  description=这是测试数据
  rank=1
  level=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  sumList=<null>
  id=<null>
  createTime=2019-08-06 18:48:26.0
  submitTime=2019-08-06 19:45:28.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.Resources@d4ccea0[
  resourcesId=4
  resourcesName=资源管理
  resourcesType=<null>
  resourcesKey=system-resources-manage
  parentId=1
  resourcesUrl=/system/resources/resourcesShow
  description=这是测试数据
  rank=1
  level=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  sumList=<null>
  id=<null>
  createTime=2019-08-06 18:49:38.0
  submitTime=2019-08-06 19:45:26.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.Resources@6b735aa8[
  resourcesId=5
  resourcesName=业务运营
  resourcesType=<null>
  resourcesKey=manage-manage
  parentId=<null>
  resourcesUrl=
  description=这是测试数据
  rank=0
  level=0
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  sumList=<null>
  id=<null>
  createTime=2019-08-14 11:47:35.0
  submitTime=2019-08-14 11:47:35.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.Resources@31c3422e[
  resourcesId=6
  resourcesName=商户管理
  resourcesType=<null>
  resourcesKey=manage-merchants-manage
  parentId=5
  resourcesUrl=
  description=这是商户管理测试数据
  rank=1
  level=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  sumList=<null>
  id=<null>
  createTime=2019-08-14 11:49:06.0
  submitTime=2019-08-14 11:49:14.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.Resources@714ef034[
  resourcesId=7
  resourcesName=商户账户管理
  resourcesType=<null>
  resourcesKey=manage-merchants-account-manage
  parentId=6
  resourcesUrl=/manage/merchant/account
  description=这是测试数据
  rank=2
  level=2
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  sumList=<null>
  id=<null>
  createTime=2019-08-14 12:04:25.0
  submitTime=2019-08-14 12:06:48.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.Resources@1a9c1973[
  resourcesId=8
  resourcesName=商户费率管理
  resourcesType=<null>
  resourcesKey=manage-merchants-fee-manage
  parentId=6
  resourcesUrl=/manage/merchants/fee
  description=管理商户入款出款费率
  rank=3
  level=2
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  sumList=<null>
  id=<null>
  createTime=2019-08-14 12:10:02.0
  submitTime=2019-08-14 12:10:29.0
  submitSystem=PP
  status=1
]]
]
2019-08-14 13:58:17.263 [http-nio-8080-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.466 [http-nio-8080-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.503 [http-nio-8080-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.503 [http-nio-8080-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.503 [http-nio-8080-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.504 [http-nio-8080-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.505 [http-nio-8080-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.505 [http-nio-8080-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.549 [http-nio-8080-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.563 [http-nio-8080-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.563 [http-nio-8080-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.568 [http-nio-8080-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.591 [http-nio-8080-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.598 [http-nio-8080-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.629 [http-nio-8080-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.653 [http-nio-8080-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.676 [http-nio-8080-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.702 [http-nio-8080-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.727 [http-nio-8080-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.754 [http-nio-8080-exec-5] INFO  com.payProject.system.contorller.UserContorller - 查询用户请求参数com.payProject.system.entity.User@4344cc1c[
  userId=<null>
  userName=<null>
  userPassword=<null>
  userSalt=<null>
  userMail=<null>
  userPhone=<null>
  userQQ=<null>
  userWechar=<null>
  userType=<null>
  userAddress=<null>
  userCity=<null>
  payPassword=<null>
  status=<null>
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  retain7=<null>
  retain8=<null>
  retain9=<null>
  retain10=<null>
  id=<null>
  createTime=2019-08-14 13:58:17.0
  submitTime=2019-08-14 13:58:17.0
  submitSystem=PP
  status=1
]
2019-08-14 13:58:17.758 [http-nio-8080-exec-5] DEBUG c.p.system.mapper.UserMapper.selectByExample_COUNT - ==>  Preparing: SELECT count(0) FROM system_user 
2019-08-14 13:58:17.758 [http-nio-8080-exec-5] DEBUG c.p.system.mapper.UserMapper.selectByExample_COUNT - ==> Parameters: 
2019-08-14 13:58:17.759 [http-nio-8080-exec-5] DEBUG c.p.system.mapper.UserMapper.selectByExample_COUNT - <==      Total: 1
2019-08-14 13:58:17.759 [http-nio-8080-exec-5] DEBUG c.p.system.mapper.UserMapper.selectByExample - ==>  Preparing: select 'false' as QUERYID, id, userId, userName, userPassword, userSalt, userMail, userPhone, userQQ, userWechar, userType, userAddress, userCity, createTime, submitTime, submitSystem, payPassword, status, retain1, retain2, retain3, retain4, retain5, retain6, retain7, retain8, retain9, retain10 from system_user order by createTime ASC LIMIT ? 
2019-08-14 13:58:17.759 [http-nio-8080-exec-5] DEBUG c.p.system.mapper.UserMapper.selectByExample - ==> Parameters: 10(Integer)
2019-08-14 13:58:17.762 [http-nio-8080-exec-5] DEBUG c.p.system.mapper.UserMapper.selectByExample - <==      Total: 10
2019-08-14 13:58:17.763 [http-nio-8080-exec-5] INFO  com.payProject.system.contorller.UserContorller - 增加用户相应参数com.payProject.config.common.PageResult@5bb38c35[
  Code=0
  mas=<null>
  count=14
  data=Page{count=true, pageNum=1, pageSize=10, startRow=0, endRow=10, total=14, pages=2, reasonable=false, pageSizeZero=false}[com.payProject.system.entity.User@2e7a3130[
  userId=5999384236
  userName=测试
  userPassword=587b91991792944687ebb6a0f6451fb3
  userSalt=59993842366829791ecd68eccd830d95de5adf190c
  userMail=1111@qq.com
  userPhone=<null>
  userQQ=<null>
  userWechar=<null>
  userType=0
  userAddress=<null>
  userCity=<null>
  payPassword=f33ab060b6743285d1ac1839189145d9
  status=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  retain7=<null>
  retain8=<null>
  retain9=<null>
  retain10=<null>
  id=1
  createTime=2019-08-01 00:00:00.0
  submitTime=2019-08-01 00:00:00.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.User@5e7f33be[
  userId=8918616157
  userName=我是测试
  userPassword=a94be8f83f5515eea4b68b04a7ff0ca8
  userSalt=89186161577ac6cc7352aedc70ff2118002c4e52ea
  userMail=11@mail.com
  userPhone=<null>
  userQQ=<null>
  userWechar=<null>
  userType=0
  userAddress=<null>
  userCity=<null>
  payPassword=9751eb38035fc14d6ac729c58b9734ca
  status=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  retain7=<null>
  retain8=<null>
  retain9=<null>
  retain10=<null>
  id=15
  createTime=2019-08-01 16:25:29.0
  submitTime=2019-08-01 16:25:29.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.User@2dd2d2ce[
  userId=7943561489
  userName=我是张学友
  userPassword=1b1a2f2fcceb703d4b4e19c8c6489c6d
  userSalt=79435614898fc4b18485777503bf5df8d8f41de2cb
  userMail=2222@qq.com
  userPhone=1355555555
  userQQ=8989696996
  userWechar=848486869
  userType=0
  userAddress=香港中环
  userCity=北京市
  payPassword=ec087d5b7773b90d63d86b57b6386241
  status=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  retain7=<null>
  retain8=<null>
  retain9=<null>
  retain10=<null>
  id=22
  createTime=2019-08-03 20:55:41.0
  submitTime=2019-08-05 14:33:53.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.User@6ac73165[
  userId=3708979384
  userName=kent
  userPassword=6617561734d91f768a57d7b75eb33d71
  userSalt=3708979384613535ace516e85e4b289d545c81338b
  userMail=123@qq.com
  userPhone=<null>
  userQQ=<null>
  userWechar=<null>
  userType=0
  userAddress=<null>
  userCity=<null>
  payPassword=324fefaabc497916a59e401d08a174c1
  status=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  retain7=<null>
  retain8=<null>
  retain9=<null>
  retain10=<null>
  id=29
  createTime=2019-08-05 10:16:31.0
  submitTime=2019-08-05 10:16:31.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.User@154b7ebc[
  userId=6077333166
  userName=123,
  userPassword=a5b31bb0d8d929f7df4724925e9b5906
  userSalt=6077333166afb12c3c2a0fe7ba9847b03173bb0b9a
  userMail=123@qq.com
  userPhone=
  userQQ=
  userWechar=<null>
  userType=0
  userAddress=
  userCity=
  payPassword=6e07e031f543423359bcc5a29f628341
  status=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  retain7=<null>
  retain8=<null>
  retain9=<null>
  retain10=<null>
  id=12
  createTime=2019-08-05 14:13:07.0
  submitTime=2019-08-05 14:13:07.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.User@320e5d68[
  userId=8206906427
  userName=123,
  userPassword=16ecbd1684feebcce5c17627a81d82d8
  userSalt=8206906427095a044531bf52f609b411670dea427f
  userMail=2@qq.com
  userPhone=
  userQQ=
  userWechar=<null>
  userType=0
  userAddress=
  userCity=
  payPassword=b0398aea8e0b03897385a30a7cc7a39a
  status=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  retain7=<null>
  retain8=<null>
  retain9=<null>
  retain10=<null>
  id=18
  createTime=2019-08-05 14:14:41.0
  submitTime=2019-08-05 14:14:41.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.User@971ad45[
  userId=3299026706
  userName=测试kent1,
  userPassword=8af581befdd0577481b1a9765583e995
  userSalt=3299026706b416fe26eb884057f44225c8156638ac
  userMail=123456@qq.com
  userPhone=
  userQQ=
  userWechar=<null>
  userType=0
  userAddress=
  userCity=
  payPassword=5a791b1bcff34cb645812cb412c31dea
  status=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  retain7=<null>
  retain8=<null>
  retain9=<null>
  retain10=<null>
  id=20
  createTime=2019-08-05 14:14:47.0
  submitTime=2019-08-05 14:14:47.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.User@5a6ee917[
  userId=4718318463
  userName=测试KENT,
  userPassword=241c0867a3f56e75deead6153a8e86dc
  userSalt=47183184639fc93bc544033e279b8b842daa1f0a31
  userMail=123456@QQ.COM
  userPhone=
  userQQ=
  userWechar=<null>
  userType=0
  userAddress=
  userCity=
  payPassword=11c74a4f02671a91a3fda4caed2eccbf
  status=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  retain7=<null>
  retain8=<null>
  retain9=<null>
  retain10=<null>
  id=19
  createTime=2019-08-05 14:16:40.0
  submitTime=2019-08-05 14:16:40.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.User@149ed278[
  userId=8674263101
  userName=测试数据
  userPassword=72cd2fafb1d241e0a8cb282ec3175125
  userSalt=8674263101bd2cb4e5fdad3ddd72535ce5043e7e59
  userMail=qqqq@qq.com
  userPhone=
  userQQ=
  userWechar=
  userType=0
  userAddress=
  userCity=
  payPassword=6f4186fc9d65f94132317f085d19758c
  status=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  retain7=<null>
  retain8=<null>
  retain9=<null>
  retain10=<null>
  id=5
  createTime=2019-08-05 14:18:44.0
  submitTime=2019-08-05 14:18:44.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.User@54bb389e[
  userId=6810782049
  userName=我是测试
  userPassword=f3bc2c675af701030de897f1c01b03de
  userSalt=68107820490c5f5d5abbd3ca0311c842a60b128fb2
  userMail=11@mail.com
  userPhone=
  userQQ=
  userWechar=
  userType=0
  userAddress=
  userCity=
  payPassword=aa689532a293b17efe35755d04d20110
  status=1
  retain1=<null>
  retain2=<null>
  retain3=<null>
  retain4=<null>
  retain5=<null>
  retain6=<null>
  retain7=<null>
  retain8=<null>
  retain9=<null>
  retain10=<null>
  id=14
  createTime=2019-08-05 14:20:21.0
  submitTime=2019-08-05 14:20:21.0
  submitSystem=PP
  status=1
]]
]
2019-08-14 13:58:17.769 [http-nio-8080-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:17.986 [http-nio-8080-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.020 [http-nio-8080-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.020 [http-nio-8080-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.020 [http-nio-8080-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.021 [http-nio-8080-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.022 [http-nio-8080-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.022 [http-nio-8080-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.067 [http-nio-8080-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.070 [http-nio-8080-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.075 [http-nio-8080-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.075 [http-nio-8080-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.100 [http-nio-8080-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.100 [http-nio-8080-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.125 [http-nio-8080-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.150 [http-nio-8080-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.175 [http-nio-8080-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.198 [http-nio-8080-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.223 [http-nio-8080-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:18.250 [http-nio-8080-exec-2] DEBUG c.p.system.mapper.RoleMapper.selectByExample_COUNT - ==>  Preparing: SELECT count(0) FROM system_role 
2019-08-14 13:58:18.250 [http-nio-8080-exec-2] DEBUG c.p.system.mapper.RoleMapper.selectByExample_COUNT - ==> Parameters: 
2019-08-14 13:58:18.251 [http-nio-8080-exec-2] DEBUG c.p.system.mapper.RoleMapper.selectByExample_COUNT - <==      Total: 1
2019-08-14 13:58:18.252 [http-nio-8080-exec-2] DEBUG c.p.system.mapper.RoleMapper.selectByExample - ==>  Preparing: select 'true' as QUERYID, roleId, roleName, remark, createTime, submitTime, SubmitSystem, status from system_role LIMIT ? 
2019-08-14 13:58:18.252 [http-nio-8080-exec-2] DEBUG c.p.system.mapper.RoleMapper.selectByExample - ==> Parameters: 10(Integer)
2019-08-14 13:58:18.253 [http-nio-8080-exec-2] DEBUG c.p.system.mapper.RoleMapper.selectByExample - <==      Total: 3
2019-08-14 13:58:18.253 [http-nio-8080-exec-2] INFO  com.payProject.system.service.impl.RoleServiceImpl - 分页查询角色信息
2019-08-14 13:58:18.253 [http-nio-8080-exec-2] INFO  com.payProject.system.contorller.RoleContorller - com.payProject.config.common.PageResult@5b09e87b[
  Code=0
  mas=<null>
  count=3
  data=Page{count=true, pageNum=1, pageSize=10, startRow=0, endRow=10, total=3, pages=1, reasonable=false, pageSizeZero=false}[com.payProject.system.entity.Role@23d72b48[
  roleId=1
  roleName=系统管理员
  remark=系统源数据不要删除
  id=<null>
  createTime=2019-08-06 11:55:52.0
  submitTime=2019-08-06 14:32:04.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.Role@23b3c29a[
  roleId=2
  roleName=运营
  remark=这是测试运营角色
  id=<null>
  createTime=2019-08-06 13:48:39.0
  submitTime=2019-08-06 13:48:39.0
  submitSystem=PP
  status=1
], com.payProject.system.entity.Role@1c28aa9f[
  roleId=3
  roleName=客服
  remark=这是测试数据
  id=<null>
  createTime=2019-08-06 14:18:46.0
  submitTime=2019-08-06 14:18:46.0
  submitSystem=PP
  status=1
]]
]
2019-08-14 13:58:18.254 [http-nio-8080-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.771 [http-nio-8080-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.771 [http-nio-8080-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.772 [http-nio-8080-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.911 [http-nio-8080-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.911 [http-nio-8080-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.911 [http-nio-8080-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.915 [http-nio-8080-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.916 [http-nio-8080-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.916 [http-nio-8080-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.942 [http-nio-8080-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.949 [http-nio-8080-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.968 [http-nio-8080-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.974 [http-nio-8080-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.976 [http-nio-8080-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:19.992 [http-nio-8080-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:20.014 [http-nio-8080-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:20.042 [http-nio-8080-exec-5] DEBUG c.p.s.mapper.ResourcesMapper.findRourcesByRoleId - ==>  Preparing: /*根据角色信息查询角色所对应的资源信息*/ SELECT resourcesId, resourcesName, resourcesType, resourcesKey, parentId, resourcesUrl, description, createTime, submitTime, submitSystem, status, rank, level, retain1, retain2, retain3, retain4, retain5, retain6 FROM system_resources WHERE resourcesId IN ( SELECT resourcesId FROM `system_role_resources` WHERE roleId = ? ) 
2019-08-14 13:58:20.043 [http-nio-8080-exec-5] DEBUG c.p.s.mapper.ResourcesMapper.findRourcesByRoleId - ==> Parameters: 1(Integer)
2019-08-14 13:58:20.045 [http-nio-8080-exec-5] DEBUG c.p.s.mapper.ResourcesMapper.findRourcesByRoleId - <==      Total: 8
2019-08-14 13:58:20.045 [http-nio-8080-exec-5] DEBUG c.p.system.mapper.ResourcesMapper.selectByExample - ==>  Preparing: select 'true' as QUERYID, resourcesId, resourcesName, resourcesType, resourcesKey, parentId, resourcesUrl, description, createTime, submitTime, submitSystem, status, rank, level, retain1, retain2, retain3, retain4, retain5, retain6 from system_resources 
2019-08-14 13:58:20.046 [http-nio-8080-exec-5] DEBUG c.p.system.mapper.ResourcesMapper.selectByExample - ==> Parameters: 
2019-08-14 13:58:20.047 [http-nio-8080-exec-5] DEBUG c.p.system.mapper.ResourcesMapper.selectByExample - <==      Total: 8
2019-08-14 13:58:20.055 [http-nio-8080-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:20.058 [http-nio-8080-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:21.291 [http-nio-8080-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:21.300 [http-nio-8080-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:21.323 [http-nio-8080-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:21.326 [http-nio-8080-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:21.349 [http-nio-8080-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:21.352 [http-nio-8080-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:26.901 [http-nio-8080-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-08-14 13:58:26.943 [http-nio-8080-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
